id,highway,name,oneway,lit,lanes,maxspeed,railway,boundary,access,natural,barrier,tunnel,bridge,incline,waterway,busway,toll
223726675,,,,,,,,,,,,,,,,,
223726676,,,,,,,,,,,,,,,,,
223726677,,,,,,,,,,,,,,,,,
223726678,,,,,,,,,,,,,,,,,
223726679,,,,,,,,,,,,,,,,,
223726680,,,,,,,,,,,,,,,,,
223726681,,,,,,,,,,,,,,,,,
223726682,,,,,,,,,,,,,,,,,
223726683,,,,,,,,,,,,,,,,,
223726684,,,,,,,,,,,,,,,,,
223726685,,,,,,,,,,,,,,,,,
223726686,,,,,,,,,,,,,,,,,
223726687,,,,,,,,,,,,,,,,,
223726689,,,,,,,,,,,,,,,,,
223726690,service,,,,,,,,,,,,,,,,
223726692,service,,,,,,,,,,,,,,,,
223726830,,,,,,,,,,,,,,,,,
223726831,,,,,,,,,,,,,,,,,
223726832,,,,,,,,,,,,,,,,,
223726833,,,,,,,,,,,,,,,,,
223726834,,,,,,,,,,,,,,,,,
223726835,,,,,,,,,,,,,,,,,
223726836,,,,,,,,,,,,,,,,,
223726837,,,,,,,,,,,,,,,,,
223726838,,,,,,,,,,,,,,,,,
223726839,,,,,,,,,,,,,,,,,
223726840,,,,,,,,,,,,,,,,,
223726841,,,,,,,,,,,,,,,,,
223726842,,,,,,,,,,,,,,,,,
223726843,,,,,,,,,,,,,,,,,
223726844,,,,,,,,,,,,,,,,,
223726845,,,,,,,,,,,,,,,,,
223726846,,,,,,,,,,,,,,,,,
223726848,,,,,,,,,,,,,,,,,
223726850,,,,,,,,,,,,,,,,,
223821121,,,,,,,,,,,,,,,,,
223821122,,,,,,,,,,,,,,,,,
223821123,,,,,,,,,,,,,,,,,
223821124,,,,,,,,,,,,,,,,,
223821125,,,,,,,,,,,,,,,,,
223821126,,,,,,,,,,,,,,,,,
223821127,,,,,,,,,,,,,,,,,
223821128,,,,,,,,,,,,,,,,,
223821129,,,,,,,,,,,,,,,,,
223821130,,,,,,,,,,,,,,,,,
223821131,,,,,,,,,,,,,,,,,
223821132,,,,,,,,,,,,,,,,,
223821133,,,,,,,,,,,,,,,,,
223821134,,,,,,,,,,,,,,,,,
223821135,,,,,,,,,,,,,,,,,
223821136,,,,,,,,,,,,,,,,,
223821137,,,,,,,,,,,,,,,,,
223821138,,,,,,,,,,,,,,,,,
223821139,,,,,,,,,,,,,,,,,
223821140,,,,,,,,,,,,,,,,,
223821141,,,,,,,,,,,,,,,,,
223821142,,,,,,,,,,,,,,,,,
223821143,,,,,,,,,,,,,,,,,
223821144,,,,,,,,,,,,,,,,,
223821145,,,,,,,,,,,,,,,,,
223821146,,,,,,,,,,,,,,,,,
223821147,,,,,,,,,,,,,,,,,
223821148,,,,,,,,,,,,,,,,,
223821149,,,,,,,,,,,,,,,,,
223821150,,,,,,,,,,,,,,,,,
223821151,,,,,,,,,,,,,,,,,
223821152,,,,,,,,,,,,,,,,,
223821153,,,,,,,,,,,,,,,,,
223821154,,,,,,,,,,,,,,,,,
223821155,,,,,,,,,,,,,,,,,
223821156,,,,,,,,,,,,,,,,,
223821157,,,,,,,,,,,,,,,,,
223821158,,,,,,,,,,,,,,,,,
223821994,,,,,,,,,,,,,,,,,
223821995,,,,,,,,,,,,,,,,,
223821996,,,,,,,,,,,,,,,,,
223821997,,,,,,,,,,,,,,,,,
223821998,,,,,,,,,,,,,,,,,
223821999,,,,,,,,,,,,,,,,,
223822000,,,,,,,,,,,,,,,,,
223822001,,,,,,,,,,,,,,,,,
223822002,,,,,,,,,,,,,,,,,
223822003,,,,,,,,,,,,,,,,,
223822004,,,,,,,,,,,,,,,,,
223822005,,,,,,,,,,,,,,,,,
223822006,,,,,,,,,,,,,,,,,
223822007,,,,,,,,,,,,,,,,,
223822008,,,,,,,,,,,,,,,,,
223822009,,,,,,,,,,,,,,,,,
223822010,,,,,,,,,,,,,,,,,
223822011,,,,,,,,,,,,,,,,,
223822012,,,,,,,,,,,,,,,,,
223822013,,,,,,,,,,,,,,,,,
223822014,,,,,,,,,,,,,,,,,
223823182,,,,,,,,,,,,,,,,,
223823183,,,,,,,,,,,,,,,,,
223823184,,,,,,,,,,,,,,,,,
223823185,,,,,,,,,,,,,,,,,
223823186,,,,,,,,,,,,,,,,,
223823187,,,,,,,,,,,,,,,,,
223823188,,,,,,,,,,,,,,,,,
223823189,,,,,,,,,,,,,,,,,
223823190,,,,,,,,,,,,,,,,,
223823191,,,,,,,,,,,,,,,,,
223823192,,,,,,,,,,,,,,,,,
223823193,,,,,,,,,,,,,,,,,
223823194,,,,,,,,,,,,,,,,,
223823195,,,,,,,,,,,,,,,,,
223823196,,,,,,,,,,,,,,,,,
223823197,,,,,,,,,,,,,,,,,
223823198,,,,,,,,,,,,,,,,,
223823199,,,,,,,,,,,,,,,,,
223823200,,,,,,,,,,,,,,,,,
223823201,,,,,,,,,,,,,,,,,
223823202,,,,,,,,,,,,,,,,,
223823203,,,,,,,,,,,,,,,,,
223823204,,,,,,,,,,,,,,,,,
223823205,,Public,,,,,,,,,,,,,,,
223823206,,,,,,,,,,,,,,,,,
223823207,,,,,,,,,,,,,,,,,
223823208,,,,,,,,,,,,,,,,,
223823209,pedestrian,Μηλιωνη,,,,,,,,,,,,,,,
223823910,,,,,,,,,,,,,,,,,
223823911,,,,,,,,,,,,,,,,,
223823913,,,,,,,,,,,,,,,,,
223823914,,,,,,,,,,,,,,,,,
223823915,,,,,,,,,,,,,,,,,
223823916,,,,,,,,,,,,,,,,,
223823917,,,,,,,,,,,,,,,,,
223823918,,,,,,,,,,,,,,,,,
223823919,,,,,,,,,,,,,,,,,
223823920,,,,,,,,,,,,,,,,,
223823921,,,,,,,,,,,,,,,,,
223823922,,,,,,,,,,,,,,,,,
223823923,,,,,,,,,,,,,,,,,
223823924,,,,,,,,,,,,,,,,,
223823925,,,,,,,,,,,,,,,,,
223823926,,,,,,,,,,,,,,,,,
223823927,,,,,,,,,,,,,,,,,
223823928,,,,,,,,,,,,,,,,,
223823929,,,,,,,,,,,,,,,,,
223823931,,,,,,,,,,,,,,,,,
223823932,,,,,,,,,,,,,,,,,
223823933,,,,,,,,,,,,,,,,,
223823934,,,,,,,,,,,,,,,,,
223824275,,,,,,,,,,,,,,,,,
223874569,,,,,,,,,,,,,,,,,
223874570,,,,,,,,,,,,,,,,,
223874571,,,,,,,,,,,,,,,,,
223874573,,,,,,,,,,,,,,,,,
223874574,,,,,,,,,,,,,,,,,
223874575,,,,,,,,,,,,,,,,,
223874576,,,,,,,,,,,,,,,,,
223874577,,,,,,,,,,,,,,,,,
223874578,,,,,,,,,,,,,,,,,
223874579,,,,,,,,,,,,,,,,,
223874580,,,,,,,,,,,,,,,,,
223874581,,,,,,,,,,,,,,,,,
223874582,,,,,,,,,,,,,,,,,
223874583,,,,,,,,,,,,,,,,,
223874584,,,,,,,,,,,,,,,,,
223874585,,,,,,,,,,,,,,,,,
223874586,,,,,,,,,,,,,,,,,
223874587,,,,,,,,,,,,,,,,,
223874588,,,,,,,,,,,,,,,,,
223874589,,,,,,,,,,,,,,,,,
223874590,,,,,,,,,,,,,,,,,
223874591,,,,,,,,,,,,,,,,,
223874592,,,,,,,,,,,,,,,,,
223874593,,,,,,,,,,,,,,,,,
223874594,,It,,,,,,,,,,,,,,,
223874595,,,,,,,,,,,,,,,,,
223874596,,,,,,,,,,,,,,,,,
223874597,,,,,,,,,,,,,,,,,
223874598,,,,,,,,,,,,,,,,,
223874599,,,,,,,,,,,,,,,,,
223874600,,,,,,,,,,,,,,,,,
223874601,,,,,,,,,,,,,,,,,
223874602,,,,,,,,,,,,,,,,,
223874603,,,,,,,,,,,,,,,,,
223874604,,,,,,,,,,,,,,,,,
223874605,,,,,,,,,,,,,,,,,
223874606,,,,,,,,,,,,,,,,,
223874607,,,,,,,,,,,,,,,,,
223874608,,,,,,,,,,,,,,,,,
223874609,,,,,,,,,,,,,,,,,
223874610,,,,,,,,,,,,,,,,,
223874611,,,,,,,,,,,,,,,,,
223874612,,,,,,,,,,,,,,,,,
223874613,,,,,,,,,,,,,,,,,
223926809,,,,,,,,,,,,,,,,,
223926811,,,,,,,,,,,,,,,,,
223926812,,,,,,,,,,,,,,,,,
223926814,,,,,,,,,,,,,,,,,
223926815,,Yoleni�,,,,,,,,,,,,,,,
223926816,,,,,,,,,,,,,,,,,
223926817,,,,,,,,,,,,,,,,,
223926818,,,,,,,,,,,,,,,,,
223926819,,,,,,,,,,,,,,,,,
223926820,,,,,,,,,,,,,,,,,
223926821,,,,,,,,,,,,,,,,,
223926822,,,,,,,,,,,,,,,,,
223926823,,,,,,,,,,,,,,,,,
223926824,,,,,,,,,,,,,,,,,
223926825,,,,,,,,,,,,,,,,,
223926826,,,,,,,,,,,,,,,,,
223926827,,,,,,,,,,,,,,,,,
223926828,,,,,,,,,,,,,,,,,
223926829,,,,,,,,,,,,,,,,,
223926830,,,,,,,,,,,,,,,,,
223926831,,,,,,,,,,,,,,,,,
223926833,,,,,,,,,,,,,,,,,
223926834,,,,,,,,,,,,,,,,,
223927067,,,,,,,,,,,,,,,,,
223927070,,,,,,,,,,,,,,,,,
223927071,,,,,,,,,,,,,,,,,
223927073,,,,,,,,,,,,,,,,,
223927074,,,,,,,,,,,,,,,,,
223927076,,,,,,,,,,,,,,,,,
223927077,,ΠΣΠ,,,,,,,,,,,,,,,
223927079,,,,,,,,,,,,,,,,,
223927082,,,,,,,,,,,,,,,,,
223927083,,,,,,,,,,,,,,,,,
223927084,,,,,,,,,,,,,,,,,
223927131,,,,,,,,,,,,,,,,,
223927132,,,,,,,,,,,,,,,,,
223927133,,,,,,,,,,,,,,,,,
223927402,,,,,,,,,,,,,,,,,
223927403,,,,,,,,,,,,,,,,,
223927404,,,,,,,,,,,,,,,,,
223927406,,,,,,,,,,,,,,,,,
223927408,,,,,,,,,,,,,,,,,
223927410,,,,,,,,,,,,,,,,,
223927412,,,,,,,,,,,,,,,,,
223927414,,,,,,,,,,,,,,,,,
223927416,,,,,,,,,,,,,,,,,
223927418,,,,,,,,,,,,,,,,,
223927532,,,,,,,,,,,,,,,,,
223927533,,,,,,,,,,,,,,,,,
223927534,,,,,,,,,,,,,,,,,
223927535,,,,,,,,,,,,,,,,,
224026847,tertiary,Παλιγγενεσίας,yes,,,,,,,,,,,,,,
224026850,tertiary,Κόνια�,yes,,1,,,,,,,,,,,,
224026852,residential,Μελίν�,yes,,,,,,,,,,,,,,
224026878,residential,Ευζώνων,yes,,,,,,,,,,,,,,
224026879,tertiary,Γενναδί�,,,2,,,,,,,,,,,,
224026880,residential,Γενναδί�,,,,,,,,,,,,,,,
224026881,tertiary,Μαρασλή,yes,,1,30,,,,,,,,,,,
224027774,tertiary,Ρηγίλλης,yes,,,,,,,,,,,,,,
224027782,tertiary,Βασιλέ�,,,2,,,,,,,,,,,,
224027784,residential,Ησιόδου,yes,,,,,,,,,,,,,,
224233818,,,,,,,,,,,,,,,,,
224233819,steps,,,,,,,,,,,,,,,,
224233820,footway,,,,,,,,,,,,,,,,
224233821,steps,,,,,,,,,,,,,up,,,
224253151,residential,Δεινομάχης,yes,,1,,,,,,,,,,,,
224399621,,,,,,,,,,,,,,,,,
224399623,footway,,,,,,,,,,,,,,,,
224399625,footway,,,,,,,,,,,,,,,,
224399628,footway,,,,,,,,,,,,,,,,
224399630,footway,,,,,,,,,,,,,,,,
224399631,footway,,,,,,,,,,,,,,,,
224399632,footway,,,,,,,,,,,,,,,,
224399634,footway,,,yes,,,,,,,,,,,,,
224399638,footway,,,,,,,,,,,,,,,,
224399640,footway,,,,,,,,,,,,,,,,
224399642,footway,,,,,,,,,,,,,,,,
224399644,footway,,,,,,,,,,,,,,,,
224399646,footway,,,,,,,,,,,,,,,,
224399648,footway,,,,,,,,,,,,,,,,
224399650,footway,,,,,,,,,,,,,,,,
224399652,footway,,,,,,,,,,,,,,,,
224399654,footway,,,,,,,,,,,,,,,,
224399656,footway,,,,,,,,,,,,,,,,
224399658,footway,,,,,,,,,,,,,,,,
224399660,footway,,,,,,,,,,,,,,,,
224399662,footway,,,,,,,,,,,,,,,,
224399664,footway,,,,,,,,,,,,,,,,
224399666,primary_link,,yes,,,,,,,,,,,,,,
224399669,footway,,,,,,,,,,,,,,,,
224399671,footway,,,,,,,,,,,,,,,,
224399672,footway,,,yes,,,,,,,,,,,,,
224399674,service,,yes,,,,,,yes,,,,,,,,
224399678,footway,,,,,,,,,,,,,,,,
224399686,,,,,,,,,,,,,,,,,
224503224,tertiary,Στρατάρχ�,yes,,3,50,,,,,,,,,,,
224841870,tertiary,Στρατάρχ�,yes,,2,50,,,,,,,,,,,
224853105,secondary,Ούλ�,yes,,2,,,,,,,,,,,,
224853106,secondary,Ούλ�,yes,,3,,,,,,,,,,,,
224853107,secondary,Ούλ�,yes,,3,,,,,,,,,,,,
224853108,secondary,Ούλ�,yes,,3,,,,,,,,,,,,
224853109,,,,,,,,,,wood,,,,,,,
225368638,tertiary,,yes,,2,,,,,,,,,,,,
225786066,,,,,,,,,,,,,,,,,
225891423,,Παρεκλήσ�,,,,,,,,,,,,,,,
225891424,,,,,,,,,,,,,,,,,
225893219,tertiary,Μικρ�,yes,,1,30,,,,,,,,,,,
225893220,tertiary,Μικρ�,yes,,1,,,,,,,,,,,,
225893222,tertiary,Παπαδιαμαντοπούλου,yes,,1,,,administrative,,,,,,,,,
225893224,pedestrian,Γουλιαμ�,,,,,,,,,,,,,,,
225898496,unclassified,,,,,,,,,,,,,,,,
225898497,,,,,,,,,,,wall,,,,,,
225898498,,,,,,,,,,,,,,,,,
225898499,,,,,,,,,,,fence,,,,,,
225898500,,,,,,,,,,,,,,,,,
225898501,,,,,,,,,,,,,,,,,
225898502,,,,,,,,,,,,,,,,,
225900967,,,,,,,,,,,,,,,,,
225900968,,,,,,,,,,,,,,,,,
225900969,,,,,,,,,,,,,,,,,
225900970,,,,,,,,,,,,,,,,,
225900971,,,,,,,,,,,,,,,,,
225900972,,,,,,,,,,,,,,,,,
226961339,,,,,,,,,,,,,,,,,
226961340,,Γραμματε�,,,,,,,,,,,,,,,
226961341,,,,,,,,,,,,,,,,,
226961342,,,,,,,,,,,,,,,,,
226961343,,Κλεισ�,,,,,,,,,,,,,,,
226961346,service,,,,,,,,,,,,,,,,
226961355,,Εθνι�,,,,,,,,,,,,,,,
226961358,,,,,,,,,,,,,,,,,
226961362,,,,,,,,,,,,,,,,,
227030097,steps,,,,,,,,,,,,,up,,,
228412615,,,,,,,,,,,,,,,,,
228412616,,,,,,,,,,,,,,,,,
228412617,,,,,,,,,,,,,,,,,
228412619,,,,,,,,,,,,,,,,,
228412620,,,,,,,,,,,,,,,,,
228412624,,,,,,,,,,,,,,,,,
228412625,,,,,,,,,,,,,,,,,
228412626,,,,,,,,,,,,,,,,,
228412628,,,,,,,,,,,,,,,,,
228412629,,,,,,,,,,,,,,,,,
228412630,,,,,,,,,,,,,,,,,
228412631,,,,,,,,,,,,,,,,,
228412633,,,,,,,,,,,,,,,,,
228412634,,,,,,,,,,,,,,,,,
228412635,,,,,,,,,,,,,,,,,
228412636,,,,,,,,,,,,,,,,,
228412637,,,,,,,,,,,,,,,,,
228412638,,,,,,,,,,,,,,,,,
228412639,,,,,,,,,,,,,,,,,
228412641,,,,,,,,,,,,,,,,,
228412642,,,,,,,,,,,,,,,,,
228412643,,,,,,,,,,,,,,,,,
228412644,,,,,,,,,,,,,,,,,
228413011,,,,,,,,,,,,,,,,,
228413012,,,,,,,,,,,,,,,,,
228413013,,,,,,,,,,,,,,,,,
228413015,,,,,,,,,,,,,,,,,
228413016,,,,,,,,,,,,,,,,,
228413017,,,,,,,,,,,,,,,,,
228413018,,,,,,,,,,,,,,,,,
228413019,,,,,,,,,,,,,,,,,
228413020,,,,,,,,,,,,,,,,,
228413021,,,,,,,,,,,,,,,,,
228413022,,,,,,,,,,,,,,,,,
228413023,,,,,,,,,,,,,,,,,
228413062,service,,,,,,,,,,,,,,,,
231138846,footway,,,,,,,,,,,,,,,,
231138885,footway,,,,,,,,,,,,,,,,
231138886,footway,,,,,,,,,,,,,,,,
231138887,footway,,,,,,,,,,,,,,,,
231278654,,,,,,,,,,,,,,,,,
232686280,footway,,,,,,,,,,,,,,,,
232686281,footway,,,,,,,,,,,,,,,,
232750981,footway,,,,,,,,,,,,,,,,
232750982,footway,,,,,,,,,,,,,,,,
232750985,footway,,,,,,,,,,,,,,,,
232750986,footway,,,,,,,,,,,,,,,,
232750987,footway,,,,,,,,,,,,,,,,
232750988,footway,,,,,,,,,,,,,,,,
232750990,footway,,,,,,,,,,,,,,,,
232750991,footway,,,,,,,,,,,,,,,,
232750992,footway,,,,,,,,,,,,,,,,
232750993,footway,,,,,,,,,,,,,,,,
233191915,,,,,,,,,,,,,,,,,
233191916,,,,,,,,,,,,,,,,,
233191917,,,,,,,,,,,,,,,,,
233191918,,,,,,,,,,,,,,,,,
233191919,,,,,,,,,,,,,,,,,
233191920,,,,,,,,,,,,,,,,,
233191921,,,,,,,,,,,,,,,,,
233191922,,,,,,,,,,,,,,,,,
233191923,,,,,,,,,,,,,,,,,
233191924,residential,,yes,,,,,,,,,,,,,,
233191925,residential,Ιοφώντος,,,,,,,,,,,,,,,
233192023,,,,,,,,,,,,,,,,,
233192024,,,,,,,,,,,,,,,,,
233192025,,,,,,,,,,,,,,,,,
233192026,,,,,,,,,,,,,,,,,
233192027,,,,,,,,,,,,,,,,,
233192028,,,,,,,,,,,,,,,,,
233192029,,,,,,,,,,,,,,,,,
233192030,,,,,,,,,,,,,,,,,
233192031,,,,,,,,,,,,,,,,,
233192032,,,,,,,,,,,,,,,,,
233192033,,,,,,,,,,,,,,,,,
233192034,,,,,,,,,,,,,,,,,
233192035,,,,,,,,,,,,,,,,,
233192036,,,,,,,,,,,,,,,,,
233192037,,,,,,,,,,,,,,,,,
233192038,,,,,,,,,,,,,,,,,
233192039,footway,,,,,,,,,,,,,,,,
233272456,,,,,,,,,,,,,,,,,
233272457,,,,,,,,,,,,,,,,,
233272458,,,,,,,,,,,,,,,,,
233272459,,,,,,,,,,,,,,,,,
233272460,,,,,,,,,,,,,,,,,
233272461,,,,,,,,,,,,,,,,,
233272462,,,,,,,,,,,,,,,,,
233272463,,,,,,,,,,,,,,,,,
233272464,,,,,,,,,,,,,,,,,
233272465,,,,,,,,,,,,,,,,,
233273135,,,,,,,,,,,,,,,,,
233273136,,,,,,,,,,,,,,,,,
233273137,,,,,,,,,,,,,,,,,
233273138,,,,,,,,,,,,,,,,,
233273139,,,,,,,,,,,,,,,,,
233273140,,,,,,,,,,,,,,,,,
233273141,,,,,,,,,,,,,,,,,
233273142,,,,,,,,,,,,,,,,,
233273143,,,,,,,,,,,,,,,,,
233273144,,,,,,,,,,,,,,,,,
233273145,,,,,,,,,,,,,,,,,
233273146,,,,,,,,,,,,,,,,,
233273147,,,,,,,,,,,,,,,,,
233273148,,,,,,,,,,,,,,,,,
233273149,,,,,,,,,,,,,,,,,
233273150,,,,,,,,,,,,,,,,,
233273151,,,,,,,,,,,,,,,,,
233273152,,,,,,,,,,,,,,,,,
233273153,,,,,,,,,,,,,,,,,
233273154,,,,,,,,,,,,,,,,,
233273155,,,,,,,,,,,,,,,,,
233273156,path,,,,,,,,,,,,,,,,
233273157,path,,,,,,,,,,,,,,,,
233273158,path,,,,,,,,,,,,,,,,
233273159,path,,,,,,,,,,,,,,,,
233273160,path,,,,,,,,,,,,,,,,
233273161,path,,,,,,,,,,,,,,,,
233273280,,,,,,,,,,,,,,,,,
233273836,,,,,,,,,,,,,,,,,
233273837,,,,,,,,,,,,,,,,,
233273838,,,,,,,,,,,,,,,,,
233273839,,,,,,,,,,,,,,,,,
233273840,,,,,,,,,,,,,,,,,
233273841,,,,,,,,,,,,,,,,,
233273842,,,,,,,,,,,,,,,,,
233273843,,,,,,,,,,,,,,,,,
233273844,,,,,,,,,,,,,,,,,
233273846,,,,,,,,,,,,,,,,,
233273847,,,,,,,,,,,,,,,,,
233273848,,,,,,,,,,,,,,,,,
233273849,,,,,,,,,,,,,,,,,
233273850,,,,,,,,,,,,,,,,,
233273851,,,,,,,,,,,,,,,,,
233273911,,,,,,,,,,,,,,,,,
233273913,,,,,,,,,,,,,,,,,
233273914,,,,,,,,,,,,,,,,,
233273968,,,,,,,,,,,,,,,,,
233273969,,,,,,,,,,,,,,,,,
233273970,,,,,,,,,,,,,,,,,
233273971,,,,,,,,,,,,,,,,,
233273972,,,,,,,,,,,,,,,,,
233422345,,,,,,,,,,,,,,,,,
233422346,,,,,,,,,,,,,,,,,
233422347,,,,,,,,,,,,,,,,,
233422348,,,,,,,,,,,,,,,,,
233422349,,,,,,,,,,,,,,,,,
233422350,,,,,,,,,,,,,,,,,
233422351,,,,,,,,,,,,,,,,,
233422352,,,,,,,,,,,,,,,,,
233422353,,,,,,,,,,,,,,,,,
233422354,,,,,,,,,,,,,,,,,
233422355,,,,,,,,,,,,,,,,,
233424935,,,,,,,,,,,,,,,,,
233424940,,,,,,,,,,,,,,,,,
233424944,,,,,,,,,,,,,,,,,
233570555,,Παιδι�,,,,,,,,,fence,,,,,,
233993847,,,,,,,,,,,,,,,,,
233993848,,,,,,,,,,,,,,,,,
233993849,,,,,,,,,,,,,,,,,
233993850,,,,,,,,,,,,,,,,,
233993851,,,,,,,,,,,,,,,,,
233993853,,,,,,,,,,,,,,,,,
233993854,,,,,,,,,,,,,,,,,
233993855,,,,,,,,,,,,,,,,,
233993856,,,,,,,,,,,,,,,,,
233993858,,,,,,,,,,,,,,,,,
233993859,,,,,,,,,,,,,,,,,
233993861,,,,,,,,,,,,,,,,,
233993862,,,,,,,,,,,,,,,,,
233993863,,,,,,,,,,,,,,,,,
233993864,,,,,,,,,,,,,,,,,
233993866,,,,,,,,,,,,,,,,,
233993867,,,,,,,,,,,,,,,,,
233993869,,,,,,,,,,,,,,,,,
233993870,,,,,,,,,,,,,,,,,
233993872,,,,,,,,,,,,,,,,,
233993873,,,,,,,,,,,,,,,,,
233993874,,,,,,,,,,,,,,,,,
233993875,,,,,,,,,,,,,,,,,
233993876,,,,,,,,,,,,,,,,,
233993877,,,,,,,,,,,,,,,,,
233993879,,,,,,,,,,,,,,,,,
233993880,,,,,,,,,,,,,,,,,
233993882,,,,,,,,,,,,,,,,,
233993883,,,,,,,,,,,,,,,,,
233993885,,,,,,,,,,,,,,,,,
233993887,,,,,,,,,,,,,,,,,
233993888,,,,,,,,,,,,,,,,,
233993890,residential,Αχαιού,,,,,,,,,,,,,,,
233998353,,,,,,,,,,,,,,,,,
233998354,,,,,,,,,,,,,,,,,
233998355,,,,,,,,,,,,,,,,,
233998356,,,,,,,,,,,,,,,,,
233998357,,,,,,,,,,,,,,,,,
233998358,,,,,,,,,,,,,,,,,
233998359,,,,,,,,,,,,,,,,,
233998360,,,,,,,,,,,,,,,,,
233998361,,,,,,,,,,,,,,,,,
233998362,,,,,,,,,,,,,,,,,
233998363,,,,,,,,,,,,,,,,,
233998364,,,,,,,,,,,,,,,,,
233998365,,,,,,,,,,,,,,,,,
233998366,,,,,,,,,,,,,,,,,
233998367,,,,,,,,,,,,,,,,,
233998368,,,,,,,,,,,,,,,,,
233998369,,,,,,,,,,,,,,,,,
233998370,,,,,,,,,,,,,,,,,
233998371,,,,,,,,,,,,,,,,,
233998372,,,,,,,,,,,,,,,,,
233998373,,,,,,,,,,,,,,,,,
233998374,,,,,,,,,,,,,,,,,
233998375,,,,,,,,,,,,,,,,,
233998376,,,,,,,,,,,,,,,,,
233998377,,,,,,,,,,,,,,,,,
233998378,,,,,,,,,,,,,,,,,
233998379,,,,,,,,,,,,,,,,,
233998380,,,,,,,,,,,,,,,,,
233998381,,,,,,,,,,,,,,,,,
233998382,,,,,,,,,,,,,,,,,
233998884,,,,,,,,,,,,,,,,,
233998885,,,,,,,,,,,,,,,,,
233998886,,,,,,,,,,,,,,,,,
233998887,,,,,,,,,,,,,,,,,
233998888,,,,,,,,,,,,,,,,,
233998889,,,,,,,,,,,,,,,,,
233998890,,,,,,,,,,,,,,,,,
233998891,,,,,,,,,,,,,,,,,
233998892,,,,,,,,,,,,,,,,,
233998893,,,,,,,,,,,,,,,,,
233999412,,,,,,,,,,,,,,,,,
233999413,,,,,,,,,,,,,,,,,
233999414,,,,,,,,,,,,,,,,,
233999415,,,,,,,,,,,,,,,,,
233999416,,,,,,,,,,,,,,,,,
233999417,,,,,,,,,,,,,,,,,
233999418,,,,,,,,,,,,,,,,,
233999419,,,,,,,,,,,,,,,,,
233999420,,,,,,,,,,,,,,,,,
233999421,,,,,,,,,,,,,,,,,
233999422,,,,,,,,,,,,,,,,,
233999423,,,,,,,,,,,,,,,,,
233999424,,,,,,,,,,,,,,,,,
233999425,,,,,,,,,,,,,,,,,
233999426,,,,,,,,,,,,,,,,,
233999427,,,,,,,,,,,,,,,,,
233999428,,,,,,,,,,,,,,,,,
233999429,,,,,,,,,,,,,,,,,
233999430,,,,,,,,,,,,,,,,,
233999431,,,,,,,,,,,,,,,,,
233999432,,,,,,,,,,,,,,,,,
233999433,,,,,,,,,,,,,,,,,
233999434,,,,,,,,,,,,,,,,,
233999435,,,,,,,,,,,,,,,,,
233999436,,,,,,,,,,,,,,,,,
233999437,,,,,,,,,,,,,,,,,
233999438,,,,,,,,,,,,,,,,,
233999439,,,,,,,,,,,,,,,,,
233999440,,,,,,,,,,,,,,,,,
233999441,,,,,,,,,,,,,,,,,
233999442,,,,,,,,,,,,,,,,,
233999443,,,,,,,,,,,,,,,,,
233999444,,,,,,,,,,,,,,,,,
233999445,service,,,,,,,,,,,,,,,,
233999446,,Μαράσλε�,,,,,,,,,,,,,,,
233999447,,,,,,,,,,,,,,,,,
234872180,,,,,,,,,,,,,,,,,
234872183,,,,,,,,,,,,,,,,,
234872184,,,,,,,,,,,,,,,,,
237883562,,,,,,,,,,,,,,,,,
237883563,,,,,,,,,,,,,,,,,
237883564,,,,,,,,,,,,,,,,,
237883565,,,,,,,,,,,,,,,,,
237883566,,,,,,,,,,,,,,,,,
237883567,,,,,,,,,,,,,,,,,
237883568,,,,,,,,,,,,,,,,,
237883569,,,,,,,,,,,,,,,,,
238865258,residential,Λουκιανού,,,,,,,,,,,,,,,
241556894,,,,,,,,,,,,,,,,,
242791157,tertiary,Παπαδιαμαντοπούλου,no,,2,,,administrative,,,,,,,,,
242791158,tertiary,Παπαδιαμαντοπούλου,no,,2,,,administrative,,,,,,,,,
242798558,tertiary,Στρατάρχ�,yes,yes,2,50,,,,,,,,,,,
242798564,tertiary,Στρατάρχ�,yes,,2,50,,,,,,,,,,,
242798568,tertiary,Στρατάρχ�,yes,,2,50,,,,,,,,,,,
242798571,tertiary,Στρατάρχ�,yes,,2,50,,,,,,,,,,,
242798574,tertiary,Στρατάρχ�,yes,yes,2,50,,,,,,,,,,,
242798576,tertiary,Στρατάρχ�,yes,,2,50,,,,,,,,,,,
242798578,tertiary,Στρατάρχ�,yes,yes,2,50,,,,,,,,,,,
242798588,tertiary,Στρατάρχ�,yes,yes,2,50,,,,,,,,,,,
242798592,residential,Τραυλαντώνη,yes,,1,,,,,,,,,,,,
242798595,residential,Πολυφήμου,yes,,1,,,,,,,,,,,,
242798599,residential,Λοχαγ�,yes,,1,,,,,,,,,,,,
242798601,residential,Παιανίας,yes,,1,,,,,,,,,,,,
242798603,residential,Παιανίας,yes,,1,,,,,,,,,,,,
243545304,residential,Αγί�,yes,,1,,,,,,,,,,,,
243850879,primary,Βασιλέ�,yes,yes,3,,,,,,,,,,,,
243850894,residential,Φωκαίας,yes,,,,,,,,,,,,,,
244708195,secondary,Γεωργί�,yes,,1,,,,,,,,,,,,
244708196,,,,,,,,,,,,,,,,,
245735301,,,,,,,,,,,,,,,,,
